0,0.33312,0.36497,0.3979,0.43166,0.46597,0.50054,0.53503,0.56908,0.60231,0.63435,0.6648,0.69328,0.71943,0.74288,0.76332,0.78047,0.79406,0.80392,0.8099,0.8119,0.8099,0.80392,0.79406,0.78047,0.76332,0.74288,0.71943,0.69328,0.6648,0.63435,0.60231,0.56908,0.53503,0.50054,0.46597,0.43166,0.3979,0.36497,0.33312,0.30256
0.30057,0.33176,0.36434,0.3981,0.43279,0.46812,0.50378,0.53942,0.57467,0.60912,0.64238,0.67404,0.70368,0.73092,0.75537,0.7767,0.7946,0.80881,0.81911,0.82536,0.82745,0.82536,0.81911,0.80881,0.7946,0.7767,0.75537,0.73092,0.70368,0.67404,0.64238,0.60912,0.57467,0.53942,0.50378,0.46812,0.43279,0.3981,0.36434,0.33176,0.30057
0.29835,0.33017,0.36348,0.39808,0.43372,0.4701,0.50689,0.54372,0.58021,0.61594,0.65048,0.6834,0.71426,0.74264,0.76815,0.79042,0.80913,0.82398,0.83475,0.84128,0.84347,0.84128,0.83475,0.82398,0.80913,0.79042,0.76815,0.74264,0.71426,0.6834,0.65048,0.61594,0.58021,0.54372,0.50689,0.4701,0.43372,0.39808,0.36348,0.33017,0.29835
0.29589,0.32833,0.36238,0.39784,0.43445,0.4719,0.50985,0.54792,0.5857,0.62276,0.65864,0.69288,0.72502,0.75462,0.78124,0.8045,0.82405,0.83958,0.85085,0.85769,0.85998,0.85769,0.85085,0.83958,0.82405,0.8045,0.78124,0.75462,0.72502,0.69288,0.65864,0.62276,0.5857,0.54792,0.50985,0.4719,0.43445,0.39784,0.36238,0.32833,0.29589
0.29317,0.32623,0.36103,0.39735,0.43495,0.4735,0.51265,0.552,0.59113,0.62958,0.66686,0.70248,0.73597,0.76684,0.79464,0.81895,0.83939,0.85565,0.86745,0.8746,0.877,0.8746,0.86745,0.85565,0.83939,0.81895,0.79464,0.76684,0.73597,0.70248,0.66686,0.62958,0.59113,0.552,0.51265,0.4735,0.43495,0.39735,0.36103,0.32623,0.29317
0.2902,0.32386,0.35941,0.39661,0.43521,0.47489,0.51528,0.55596,0.59649,0.63638,0.67512,0.71221,0.74711,0.77933,0.80837,0.83379,0.85518,0.8722,0.88456,0.89206,0.89457,0.89206,0.88456,0.8722,0.85518,0.83379,0.80837,0.77933,0.74711,0.71221,0.67512,0.63638,0.59649,0.55596,0.51528,0.47489,0.43521,0.39661,0.35941,0.32386,0.2902
0.28695,0.32122,0.35751,0.3956,0.43523,0.47606,0.51772,0.55978,0.60176,0.64316,0.68344,0.72206,0.75846,0.79209,0.82245,0.84904,0.87143,0.88926,0.90221,0.91008,0.91271,0.91008,0.90221,0.88926,0.87143,0.84904,0.82245,0.79209,0.75846,0.72206,0.68344,0.64316,0.60176,0.55978,0.51772,0.47606,0.43523,0.3956,0.35751,0.32122,0.28695
0.28343,0.31829,0.35532,0.39431,0.43497,0.47699,0.51996,0.56344,0.60694,0.64992,0.69181,0.73203,0.77,0.80513,0.83687,0.86471,0.88817,0.90686,0.92044,0.92869,0.93146,0.92869,0.92044,0.90686,0.88817,0.86471,0.83687,0.80513,0.77,0.73203,0.69181,0.64992,0.60694,0.56344,0.51996,0.47699,0.43497,0.39431,0.35532,0.31829,0.28343
0.27962,0.31506,0.35283,0.39271,0.43444,0.47766,0.52199,0.56694,0.61201,0.65663,0.70021,0.74212,0.78175,0.81846,0.85167,0.88083,0.90542,0.92502,0.93928,0.94794,0.95085,0.94794,0.93928,0.92502,0.90542,0.88083,0.85167,0.81846,0.78175,0.74212,0.70021,0.65663,0.61201,0.56694,0.52199,0.47766,0.43444,0.39271,0.35283,0.31506,0.27962
0.27553,0.31153,0.35003,0.39081,0.4336,0.47806,0.52377,0.57025,0.61696,0.6633,0.70864,0.75234,0.79371,0.83209,0.86686,0.89742,0.92321,0.94379,0.95876,0.96786,0.97092,0.96786,0.95876,0.94379,0.92321,0.89742,0.86686,0.83209,0.79371,0.75234,0.70864,0.6633,0.61696,0.57025,0.52377,0.47806,0.4336,0.39081,0.35003,0.31153,0.27553
0.27114,0.30768,0.34689,0.38857,0.43245,0.47817,0.52531,0.57337,0.62178,0.66991,0.71711,0.76267,0.80588,0.84604,0.88246,0.9145,0.94158,0.96319,0.97893,0.9885,0.99171,0.9885,0.97893,0.96319,0.94158,0.9145,0.88246,0.84604,0.80588,0.76267,0.71711,0.66991,0.62178,0.57337,0.52531,0.47817,0.43245,0.38857,0.34689,0.30768,0.27114
0.26644,0.3035,0.34342,0.386,0.43097,0.47798,0.52658,0.57627,0.62644,0.67645,0.7256,0.77313,0.81829,0.86032,0.89849,0.93211,0.96055,0.98327,0.99983,1.0099,1.0133,1.0099,0.99983,0.98327,0.96055,0.93211,0.89849,0.86032,0.81829,0.77313,0.7256,0.67645,0.62644,0.57627,0.52658,0.47798,0.43097,0.386,0.34342,0.3035,0.26644
0.26144,0.29899,0.33959,0.38307,0.42914,0.47745,0.52756,0.57893,0.63094,0.68292,0.7341,0.7837,0.83092,0.87494,0.91497,0.95028,0.98017,1.0041,1.0215,1.0321,1.0357,1.0321,1.0215,1.0041,0.98017,0.95028,0.91497,0.87494,0.83092,0.7837,0.7341,0.68292,0.63094,0.57893,0.52756,0.47745,0.42914,0.38307,0.33959,0.29899,0.26144
0.25613,0.29414,0.33541,0.37976,0.42693,0.47658,0.52823,0.58134,0.63527,0.68928,0.74261,0.7944,0.84379,0.88992,0.93193,0.96903,1.0005,1.0256,1.044,1.0552,1.0589,1.0552,1.044,1.0256,1.0005,0.96903,0.93193,0.88992,0.84379,0.7944,0.74261,0.68928,0.63527,0.58134,0.52823,0.47658,0.42693,0.37976,0.33541,0.29414,0.25613
0.2505,0.28894,0.33084,0.37606,0.42435,0.47533,0.52857,0.58347,0.63939,0.69555,0.75112,0.80522,0.85692,0.90528,0.9494,0.98841,1.0215,1.048,1.0674,1.0792,1.0831,1.0792,1.0674,1.048,1.0215,0.98841,0.9494,0.90528,0.85692,0.80522,0.75112,0.69555,0.63939,0.58347,0.52857,0.47533,0.42435,0.37606,0.33084,0.28894,0.2505
0.24456,0.28338,0.32589,0.37196,0.42135,0.4737,0.52855,0.58531,0.64329,0.70169,0.75963,0.81616,0.87029,0.92104,0.9674,1.0085,1.0433,1.0713,1.0917,1.1042,1.1083,1.1042,1.0917,1.0713,1.0433,1.0085,0.9674,0.92104,0.87029,0.81616,0.75963,0.70169,0.64329,0.58531,0.52855,0.4737,0.42135,0.37196,0.32589,0.28338,0.24456
0.2383,0.27746,0.32055,0.36745,0.41793,0.47166,0.52816,0.58683,0.64696,0.70769,0.76811,0.82721,0.88394,0.93721,0.98597,1.0292,1.066,1.0955,1.1171,1.1302,1.1346,1.1302,1.1171,1.0955,1.066,1.0292,0.98597,0.93721,0.88394,0.82721,0.76811,0.70769,0.64696,0.58683,0.52816,0.47166,0.41793,0.36745,0.32055,0.27746,0.2383
0.23173,0.27118,0.3148,0.3625,0.41407,0.46919,0.52737,0.58801,0.65036,0.71354,0.77658,0.83839,0.89786,0.95383,1.0051,1.0507,1.0895,1.1207,1.1435,1.1575,1.1621,1.1575,1.1435,1.1207,1.0895,1.0507,1.0051,0.95383,0.89786,0.83839,0.77658,0.71354,0.65036,0.58801,0.52737,0.46919,0.41407,0.3625,0.3148,0.27118,0.23173
0.22484,0.26453,0.30863,0.3571,0.40975,0.46626,0.52616,0.58882,0.65348,0.71922,0.785,0.84969,0.91207,0.97091,1.025,1.073,1.1141,1.147,1.1712,1.1859,1.1909,1.1859,1.1712,1.147,1.1141,1.073,1.025,0.97091,0.91207,0.84969,0.785,0.71922,0.65348,0.58882,0.52616,0.46626,0.40975,0.3571,0.30863,0.26453,0.22484
0.21766,0.25751,0.30204,0.35124,0.40494,0.46284,0.52449,0.58923,0.65629,0.72471,0.79338,0.86111,0.92659,0.98849,1.0455,1.0962,1.1396,1.1745,1.2001,1.2158,1.221,1.2158,1.2001,1.1745,1.1396,1.0962,1.0455,0.98849,0.92659,0.86111,0.79338,0.72471,0.65629,0.58923,0.52449,0.46284,0.40494,0.35124,0.30204,0.25751,0.21766
0.21017,0.25013,0.29503,0.34491,0.39963,0.45893,0.52233,0.58922,0.65877,0.72998,0.8017,0.87264,0.94142,1.0066,1.0667,1.1204,1.1663,1.2033,1.2305,1.2471,1.2526,1.2471,1.2305,1.2033,1.1663,1.1204,1.0667,1.0066,0.94142,0.87264,0.8017,0.72998,0.65877,0.58922,0.52233,0.45893,0.39963,0.34491,0.29503,0.25013,0.21017
0.2024,0.24238,0.28759,0.33809,0.3938,0.45448,0.51967,0.58875,0.66088,0.73501,0.80993,0.88428,0.95658,1.0253,1.0888,1.1455,1.1942,1.2335,1.2623,1.2799,1.2859,1.2799,1.2623,1.2335,1.1942,1.1455,1.0888,1.0253,0.95658,0.88428,0.80993,0.73501,0.66088,0.58875,0.51967,0.45448,0.3938,0.33809,0.28759,0.24238,0.2024
0.19434,0.23427,0.27971,0.33078,0.38743,0.44947,0.51647,0.58779,0.66259,0.73977,0.81808,0.89604,0.97208,1.0445,1.1116,1.1718,1.2234,1.2652,1.2958,1.3146,1.3209,1.3146,1.2958,1.2652,1.2234,1.1718,1.1116,1.0445,0.97208,0.89604,0.81808,0.73977,0.66259,0.58779,0.51647,0.44947,0.38743,0.33078,0.27971,0.23427,0.19434
0.18603,0.22582,0.2714,0.32296,0.38051,0.44388,0.51269,0.5863,0.66386,0.74424,0.82611,0.90791,0.98794,1.0644,1.1354,1.1992,1.2541,1.2985,1.3311,1.3511,1.3579,1.3511,1.3311,1.2985,1.2541,1.1992,1.1354,1.0644,0.98794,0.90791,0.82611,0.74424,0.66386,0.5863,0.51269,0.44388,0.38051,0.32296,0.2714,0.22582,0.18603
0.17748,0.21702,0.26266,0.31462,0.373,0.43768,0.5083,0.58425,0.66466,0.74838,0.834,0.91987,1.0042,1.085,1.1602,1.2279,1.2863,1.3336,1.3684,1.3897,1.3969,1.3897,1.3684,1.3336,1.2863,1.2279,1.1602,1.085,1.0042,0.91987,0.834,0.74838,0.66466,0.58425,0.5083,0.43768,0.373,0.31462,0.26266,0.21702,0.17748
0.1687,0.2079,0.25349,0.30577,0.36491,0.43084,0.50326,0.58159,0.66495,0.75216,0.84173,0.93193,1.0208,1.1062,1.186,1.258,1.3202,1.3706,1.4078,1.4306,1.4383,1.4306,1.4078,1.3706,1.3202,1.258,1.186,1.1062,1.0208,0.93193,0.84173,0.75216,0.66495,0.58159,0.50326,0.43084,0.36491,0.30577,0.25349,0.2079,0.1687
0.15972,0.19848,0.2439,0.29639,0.3562,0.42333,0.49754,0.57828,0.66467,0.75552,0.84926,0.94406,1.0378,1.1282,1.213,1.2896,1.3559,1.4098,1.4496,1.4741,1.4823,1.4741,1.4496,1.4098,1.3559,1.2896,1.213,1.1282,1.0378,0.94406,0.84926,0.75552,0.66467,0.57828,0.49754,0.42333,0.3562,0.29639,0.2439,0.19848,0.15972
0.15058,0.18876,0.2339,0.28649,0.34687,0.41512,0.49109,0.57426,0.66378,0.75842,0.85656,0.95625,1.0553,1.1511,1.2411,1.3228,1.3937,1.4513,1.494,1.5202,1.529,1.5202,1.494,1.4513,1.3937,1.3228,1.2411,1.1511,1.0553,0.95625,0.85656,0.75842,0.66378,0.57426,0.49109,0.41512,0.34687,0.28649,0.2339,0.18876,0.15058
0.1413,0.17879,0.22351,0.27607,0.3369,0.40619,0.48387,0.56949,0.66221,0.7608,0.86358,0.96848,1.0731,1.1748,1.2706,1.3578,1.4336,1.4954,1.5413,1.5694,1.5789,1.5694,1.5413,1.4954,1.4336,1.3578,1.2706,1.1748,1.0731,0.96848,0.86358,0.7608,0.66221,0.56949,0.48387,0.40619,0.3369,0.27607,0.22351,0.17879,0.1413
0.13192,0.16858,0.21275,0.26513,0.32628,0.39651,0.47584,0.5639,0.6599,0.7626,0.87026,0.98072,1.0914,1.1993,1.3015,1.3947,1.4759,1.5424,1.5916,1.6219,1.6322,1.6219,1.5916,1.5424,1.4759,1.3947,1.3015,1.1993,1.0914,0.98072,0.87026,0.7626,0.6599,0.5639,0.47584,0.39651,0.32628,0.26513,0.21275,0.16858,0.13192
0.12247,0.15818,0.20164,0.25369,0.31501,0.38605,0.46694,0.55743,0.65678,0.76374,0.87655,0.99291,1.1101,1.2249,1.3339,1.4337,1.5209,1.5924,1.6455,1.6782,1.6892,1.6782,1.6455,1.5924,1.5209,1.4337,1.3339,1.2249,1.1101,0.99291,0.87655,0.76374,0.65678,0.55743,0.46694,0.38605,0.31501,0.25369,0.20164,0.15818,0.12247
0.11302,0.14763,0.19022,0.24175,0.30307,0.37478,0.45714,0.55002,0.65276,0.76414,0.88237,1.005,1.1291,1.2513,1.3679,1.4749,1.5687,1.6458,1.7031,1.7385,1.7505,1.7385,1.7031,1.6458,1.5687,1.4749,1.3679,1.2513,1.1291,1.005,0.88237,0.76414,0.65276,0.55002,0.45714,0.37478,0.30307,0.24175,0.19022,0.14763,0.11302
0.10359,0.13697,0.17851,0.22935,0.29049,0.36268,0.44638,0.54158,0.64774,0.7637,0.88762,1.017,1.1486,1.2788,1.4036,1.5186,1.6197,1.703,1.765,1.8034,1.8163,1.8034,1.765,1.703,1.6197,1.5186,1.4036,1.2788,1.1486,1.017,0.88762,0.7637,0.64774,0.54158,0.44638,0.36268,0.29049,0.22935,0.17851,0.13697,0.10359
0.094258,0.12625,0.16657,0.21652,0.27725,0.34973,0.43461,0.53204,0.64164,0.76231,0.8922,1.0287,1.1684,1.3074,1.4411,1.5649,1.6741,1.7642,1.8316,1.8732,1.8873,1.8732,1.8316,1.7642,1.6741,1.5649,1.4411,1.3074,1.1684,1.0287,0.8922,0.76231,0.64164,0.53204,0.43461,0.34973,0.27725,0.21652,0.16657,0.12625,0.094258
0.085066,0.11553,0.15445,0.20328,0.26337,0.33592,0.42177,0.52132,0.63434,0.75983,0.89597,1.04,1.1885,1.337,1.4806,1.6141,1.7322,1.83,1.9033,1.9486,1.964,1.9486,1.9033,1.83,1.7322,1.6141,1.4806,1.337,1.1885,1.04,0.89597,0.75983,0.63434,0.52132,0.42177,0.33592,0.26337,0.20328,0.15445,0.11553,0.085066
0.076078,0.10487,0.14221,0.18969,0.24889,0.32123,0.40784,0.50933,0.6257,0.75611,0.89878,1.0509,1.2088,1.3676,1.5221,1.6663,1.7944,1.9008,1.9807,2.0302,2.047,2.0302,1.9807,1.9008,1.7944,1.6663,1.5221,1.3676,1.2088,1.0509,0.89878,0.75611,0.6257,0.50933,0.40784,0.32123,0.24889,0.18969,0.14221,0.10487,0.076078
0.067359,0.094359,0.12992,0.17581,0.23383,0.30568,0.39275,0.49598,0.61561,0.75099,0.90045,1.0611,1.2291,1.3992,1.5656,1.7218,1.861,1.9771,2.0644,2.1187,2.137,2.1187,2.0644,1.9771,1.861,1.7218,1.5656,1.3992,1.2291,1.0611,0.90045,0.75099,0.61561,0.49598,0.39275,0.30568,0.23383,0.17581,0.12992,0.094359,0.067359
0.058974,0.084058,0.11765,0.16171,0.21825,0.28927,0.37649,0.48118,0.6039,0.74428,0.90077,1.0705,1.2494,1.4318,1.6113,1.7807,1.9325,2.0594,2.1551,2.2147,2.2349,2.2147,2.1551,2.0594,1.9325,1.7807,1.6113,1.4318,1.2494,1.0705,0.90077,0.74428,0.6039,0.48118,0.37649,0.28927,0.21825,0.16171,0.11765,0.084058,0.058974
0.05099,0.074051,0.1055,0.14747,0.20221,0.27203,0.35901,0.46483,0.59043,0.73576,0.89948,1.0788,1.2693,1.4652,1.6593,1.8434,2.0092,2.1483,2.2536,2.3192,2.3415,2.3192,2.2536,2.1483,2.0092,1.8434,1.6593,1.4652,1.2693,1.0788,0.89948,0.73576,0.59043,0.46483,0.35901,0.27203,0.20221,0.14747,0.1055,0.074051,0.05099
0.043471,0.064424,0.093571,0.13319,0.1858,0.25401,0.34033,0.44687,0.57505,0.72521,0.89632,1.0857,1.2888,1.4993,1.7094,1.91,2.0915,2.2445,2.3606,2.4331,2.4578,2.4331,2.3606,2.2445,2.0915,1.91,1.7094,1.4993,1.2888,1.0857,0.89632,0.72521,0.57505,0.44687,0.34033,0.25401,0.1858,0.13319,0.093571,0.064424,0.043471
0.036478,0.055265,0.081963,0.11899,0.16912,0.23529,0.32044,0.42722,0.55758,0.71237,0.89094,1.0908,1.3073,1.5338,1.7616,1.9806,2.1799,2.3487,2.4771,2.5576,2.585,2.5576,2.4771,2.3487,2.1799,1.9806,1.7616,1.5338,1.3073,1.0908,0.89094,0.71237,0.55758,0.42722,0.32044,0.23529,0.16912,0.11899,0.081963,0.055265,0.036478
0.030069,0.04666,0.070791,0.10501,0.1523,0.21596,0.2994,0.40585,0.53787,0.69697,0.88301,1.0938,1.3247,1.5685,1.816,2.0555,2.2749,2.4616,2.6042,2.6937,2.7242,2.6937,2.6042,2.4616,2.2749,2.0555,1.816,1.5685,1.3247,1.0938,0.88301,0.69697,0.53787,0.40585,0.2994,0.21596,0.1523,0.10501,0.070791,0.04666,0.030069
